"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svr_wstg","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","svr_wasting_percent","wasting_percent","stunting_percent","svrly_stunted_percent","underweight_percent","svrly_underweight_percent","low_birth_weight_percent"
"Nov","Maharashtra","Sangli","Kavathemahankal",891,399,39,172,90,385,14,0.44,2.36,14.42,4.46,4.66,0.88,8.43
"Nov","Maharashtra","Sangli","Khanapur (Vita)",649,375,62,182,72,380,13,1.20,4.73,19.84,7.26,8.14,1.30,14.94
"Nov","Maharashtra","Sangli","Miraj",1705,600,134,351,113,651,9,0.95,3.45,16.40,4.27,5.34,0.79,6.62
"Nov","Maharashtra","Sangli","Palus",367,171,45,127,107,333,17,1.32,5.03,15.69,4.99,8.96,2.18,16.35
"Nov","Maharashtra","Sangli","Sangli",4561,2265,405,1177,624,2752,63,1.89,7.36,31.73,10.53,15.06,2.78,22.50
"Nov","Maharashtra","Sangli","Shirala",762,453,67,176,104,388,6,1.18,4.27,21.35,7.96,6.99,1.48,4.88
"Nov","Maharashtra","Sangli","Tasgaon",886,346,44,135,108,387,21,0.49,2.00,13.79,3.87,4.62,1.01,11.60
"Nov","Maharashtra","Sangli","Walwa",2193,865,112,369,192,955,19,0.70,3.01,19.13,5.41,6.48,1.08,6.57
"Nov","Maharashtra","Satara","Jaoli",753,556,21,102,83,312,12,0.55,3.21,34.15,14.51,9.39,1.97,16.44
"Nov","Maharashtra","Satara","Karad",3460,2359,210,602,492,2190,49,1.06,4.10,29.35,11.90,10.55,1.94,13.76
"Nov","Maharashtra","Satara","Khandala",1274,606,69,231,152,602,15,0.86,3.74,23.39,7.54,8.49,1.71,10.49
"Nov","Maharashtra","Satara","Khatav",1821,1063,92,256,178,798,27,0.80,3.04,25.15,9.27,7.98,1.46,18.12
"Nov","Maharashtra","Satara","Koregaon",1500,608,73,176,125,619,6,0.64,2.20,18.60,5.36,6.16,1.04,3.17
"Nov","Maharashtra","Satara","Mahabaleshwar",218,155,7,38,28,88,7,0.41,2.65,21.88,9.09,5.85,1.41,21.88
"Nov","Maharashtra","Satara","Man",1775,867,74,291,162,865,24,0.71,3.50,25.29,8.30,9.19,1.45,14.12
"Nov","Maharashtra","Satara","Patan",1939,1209,99,365,198,1050,20,0.97,4.54,30.79,11.82,11.61,1.84,12.90
"Nov","Maharashtra","Satara","Phaltan",2833,1537,150,351,228,1083,39,0.88,2.94,25.61,9.01,7.41,1.29,14.66
"Nov","Maharashtra","Satara","Satara",4128,2239,252,680,422,2079,47,1.11,4.09,27.91,9.82,9.69,1.64,12.50
"Nov","Maharashtra","Satara","Wai",1040,691,59,189,101,489,10,0.95,3.97,27.71,11.06,8.41,1.44,8.55
"Nov","Maharashtra","Sindhudurg","Devgad",668,455,23,128,116,506,3,0.91,5.97,44.33,17.96,22.33,4.17,8.11
"Nov","Maharashtra","Sindhudurg","Dodamarg",478,310,15,82,73,320,4,0.77,4.95,40.18,15.81,19.33,3.59,17.39
"Nov","Maharashtra","Sindhudurg","Kankavli",752,498,43,237,163,624,11,1.21,7.87,35.05,13.97,19.83,4.11,22.92
"Nov","Maharashtra","Sindhudurg","Kudal",1129,1033,43,213,173,849,18,0.78,4.66,39.19,18.72,17.79,3.01,19.78
"Nov","Maharashtra","Sindhudurg","Malwan",558,399,33,127,100,393,5,1.25,6.08,36.26,15.12,17.90,3.63,12.20
"Nov","Maharashtra","Sindhudurg","Sawantwadi",1033,797,55,180,162,734,13,1.20,5.14,39.98,17.41,19.08,3.45,19.12
"Nov","Maharashtra","Sindhudurg","Vaibhavvadi",243,256,7,59,41,177,2,0.59,5.55,41.90,21.49,17.65,3.32,16.67
"Nov","Maharashtra","Sindhudurg","Vengurla",525,531,15,92,69,351,7,0.62,4.42,43.39,21.82,16.30,2.68,17.50
"Nov","Maharashtra","Solapur","Akkalkot",3912,2182,228,578,401,2067,33,1.41,4.98,37.59,13.46,14.83,2.41,12.94
"Nov","Maharashtra","Solapur","Barshi",5212,3298,424,971,715,3062,77,1.98,6.52,39.66,15.37,15.09,2.86,18.29
"Nov","Maharashtra","Solapur","Karmala",2147,1301,115,229,156,842,27,1.07,3.19,31.98,12.07,7.73,1.21,13.24
"Nov","Maharashtra","Solapur","Madha",2308,1147,133,444,296,1462,36,0.95,4.12,24.62,8.17,9.44,1.59,13.38
"Nov","Maharashtra","Solapur","Malshiras",3060,1435,166,593,396,1886,46,0.68,3.13,18.53,5.92,6.95,1.21,8.44
"Nov","Maharashtra","Solapur","Mangalvedhe",1975,1178,122,308,215,759,25,1.10,3.88,28.41,10.61,7.87,1.74,13.81
"Nov","Maharashtra","Solapur","Mohol",3054,1768,124,399,291,1304,45,0.72,3.04,28.04,10.28,8.27,1.51,13.01
"Nov","Maharashtra","Solapur","Pandharpur",3484,1499,327,732,432,1777,82,1.24,4.00,18.83,5.67,7.14,1.40,15.71
"Nov","Maharashtra","Solapur","Sangole",1811,1182,143,407,188,927,33,1.10,4.24,23.07,9.11,7.75,1.31,12.36
"Nov","Maharashtra","Solapur","Solapur North",4846,3090,449,1075,923,3122,96,2.10,7.12,37.00,14.41,15.41,3.52,22.02
"Nov","Maharashtra","Solapur","Solapur South",3921,2499,345,719,562,2228,49,2.03,6.26,37.71,14.68,14.86,2.99,13.96
"Nov","Maharashtra","Thane","Ambarnath",3822,1949,322,1089,550,2561,38,1.75,7.67,31.34,10.58,14.84,2.62,18.27
"Nov","Maharashtra","Thane","Bhiwandi",9449,6072,746,1914,1678,5762,108,1.72,6.12,35.59,13.92,15.46,3.49,17.12
"Nov","Maharashtra","Thane","Kalyan",3729,1702,357,1075,605,2555,47,1.67,6.69,25.36,7.95,12.98,2.48,16.43
"Nov","Maharashtra","Thane","Murbad",2889,2128,200,527,494,1848,40,1.59,5.79,39.93,16.94,18.15,3.83,20.73
"Nov","Maharashtra","Thane","Shahapur",5134,4780,235,1010,1367,4573,59,1.25,6.61,52.56,25.34,29.72,6.84,20.27
"Nov","Maharashtra","Thane","Thane",12306,5675,1518,4649,2227,9815,140,2.35,9.54,27.78,8.77,15.10,2.79,16.59
"Nov","Maharashtra","Thane","Ulhasnagar",2141,1818,282,553,451,1471,22,3.31,9.79,46.19,21.21,21.30,5.00,20.00
"Nov","Maharashtra","Wardha","Arvi",512,566,58,131,261,817,18,2.81,9.17,52.18,27.40,19.14,4.63,17.82
"Nov","Maharashtra","Wardha","Ashti",796,391,55,103,133,435,15,1.83,5.26,39.46,13.00,14.78,3.46,20.55
"Nov","Maharashtra","Wardha","Deoli",488,509,32,102,270,837,21,1.48,6.18,45.90,23.43,19.65,4.79,20.79
"Nov","Maharashtra","Wardha","Hinganghat",1713,1645,79,237,283,1076,16,1.24,4.97,52.82,25.87,20.26,4.22,13.91
"Nov","Maharashtra","Wardha","Karanja",565,486,91,167,216,696,19,3.13,8.88,36.14,16.71,20.61,4.88,23.17
"Nov","Maharashtra","Wardha","Samudrapur",759,529,105,197,333,1005,19,3.20,9.20,39.18,16.09,19.52,4.86,16.10
"Nov","Maharashtra","Wardha","Seloo",1480,1231,70,203,302,1160,23,1.23,4.78,47.37,21.51,21.00,4.34,22.12
"Nov","Maharashtra","Wardha","Wardha",3876,2494,438,1003,820,3095,67,2.31,7.60,33.54,13.13,15.12,3.17,15.73
"Nov","Maharashtra","Washim","Karanja",2702,1922,275,682,662,1895,73,2.14,7.43,35.84,14.90,17.05,4.41,27.24
"Nov","Maharashtra","Washim","Malegaon",1932,956,100,396,282,1037,17,0.95,4.69,27.27,9.03,11.38,2.43,11.18
"Nov","Maharashtra","Washim","Mangrulpir",2596,1515,204,455,420,1404,31,2.21,7.13,44.43,16.37,18.95,4.36,21.38
"Nov","Maharashtra","Washim","Manora",2894,1917,214,571,547,1663,20,1.85,6.79,41.59,16.57,18.27,4.52,11.36
"Nov","Maharashtra","Washim","Risod",2212,1489,208,447,409,1547,28,2.23,7.02,39.60,15.93,19.55,4.09,16.47
"Nov","Maharashtra","Washim","Washim",2873,1914,211,436,447,1499,29,1.66,5.09,37.60,15.03,15.01,3.45,15.68
"Nov","Maharashtra","Yavatmal","Arni",1803,1327,81,201,277,986,21,1.02,3.54,39.26,16.64,12.64,2.77,13.64
"Nov","Maharashtra","Yavatmal","Babulgaon",1356,1289,88,266,369,1040,14,1.87,7.53,56.15,27.36,28.70,7.52,17.07
"Nov","Maharashtra","Yavatmal","Darwha",1969,1164,129,290,277,1036,28,1.39,4.50,33.67,12.51,13.00,2.74,17.39
"Nov","Maharashtra","Yavatmal","Digras",2109,1830,110,228,322,1116,17,1.42,4.37,50.87,23.63,17.42,3.90,13.28
"Nov","Maharashtra","Yavatmal","Ghatanji",1557,1364,152,278,388,1171,19,2.51,7.10,48.18,22.50,23.22,5.78,17.27
"Nov","Maharashtra","Yavatmal","Kalamb",1073,957,115,256,376,1036,26,2.61,8.41,45.97,21.67,25.33,6.74,28.89
"Nov","Maharashtra","Yavatmal","Kelapur",1571,1702,202,491,585,1421,33,2.98,10.22,48.20,25.07,26.77,7.81,22.45
"Nov","Maharashtra","Yavatmal","Mahagaon",1429,706,86,574,247,763,39,0.74,5.69,18.39,6.08,7.20,1.76,17.18
"Nov","Maharashtra","Yavatmal","Maregaon",879,870,105,224,287,817,11,2.92,9.13,48.44,24.09,25.59,6.65,14.29
"Nov","Maharashtra","Yavatmal","Ner",1378,1024,70,191,223,883,5,1.15,4.28,39.42,16.81,15.62,3.15,4.50
"Nov","Maharashtra","Yavatmal","Pusad",1946,1741,140,369,588,1882,43,1.68,6.11,44.17,20.86,18.47,4.40,16.80
"Nov","Maharashtra","Yavatmal","Ralegaon",1355,1212,102,285,455,1249,23,2.30,8.74,57.80,27.29,33.06,8.83,28.05
"Nov","Maharashtra","Yavatmal","Umarkhed",1353,832,144,342,287,855,45,1.76,5.95,26.73,10.18,12.14,3.05,21.13
"Nov","Maharashtra","Yavatmal","Wani",799,538,80,189,206,573,23,1.49,5.01,24.90,10.02,11.44,3.02,20.54
"Nov","Maharashtra","Yavatmal","Yavatmal",4428,3741,506,1076,1409,4370,88,3.05,9.53,49.10,22.48,25.40,6.19,23.04
"Nov","Maharashtra","Yavatmal","Zari-Jamani",697,700,83,177,215,656,6,2.54,7.96,42.66,21.37,22.06,5.44,9.52
