"month_n","state_n","district_n","block_n","no_anemic_wmn","no_pregnant_women","no_tenatus_cmpltd","no_wmn_rstg_drg_prgncy","no_wmn_etg_xtr_ml_drg_prgncy","no_trmstr_3wmn_cnsld_imdtbf","no_wmn_4_anc_vst_dlvry","no_wmn_1_anc_vst_dlvry","prnt_anwmic_wmn","prnt_tenatus_wmn","prnt_4_anc_vst_dlvry","prnt_1_anc_vst_dlvry","prnt_wmn_etg_xtr_ml_drng_prgncy","prnt_wmn_rstg_drg_prgncy","prnt_trmstr_3wmn_cnsld_imdtbf"
"Dec","Maharashtra","Nanded","Mukhed",163,1742,655,1579,1591,1253,125,1251,9.36,37.60,7.18,71.81,91.33,90.64,71.93
"Dec","Maharashtra","Nanded","Naigaon (Khairgaon)",80,1065,382,963,971,759,64,638,7.51,35.87,6.01,59.91,91.17,90.42,71.27
"Dec","Maharashtra","Nanded","Nanded",543,4350,1475,4050,4068,3330,263,2833,12.48,33.91,6.05,65.13,93.52,93.10,76.55
"Dec","Maharashtra","Nanded","Umri",60,614,215,536,546,404,11,440,9.77,35.02,1.79,71.66,88.93,87.30,65.80
"Dec","Maharashtra","Nandurbar","Akkalkuwa",237,2190,733,1957,1988,1430,152,1356,10.82,33.47,6.94,61.92,90.78,89.36,65.30
"Dec","Maharashtra","Nandurbar","Akrani",156,2007,622,1634,1694,1130,146,1057,7.77,30.99,7.27,52.67,84.40,81.42,56.30
"Dec","Maharashtra","Nandurbar","Nandurbar",326,1385,643,1312,1325,1000,240,1008,23.54,46.43,17.33,72.78,95.67,94.73,72.20
"Dec","Maharashtra","Nandurbar","Nawapur",283,1396,632,1288,1288,990,188,1124,20.27,45.27,13.47,80.52,92.26,92.26,70.92
"Dec","Maharashtra","Nandurbar","Shahade",425,2528,1156,2348,2381,1753,247,1666,16.81,45.73,9.77,65.90,94.19,92.88,69.34
"Dec","Maharashtra","Nandurbar","Talode",140,1021,418,974,984,704,127,699,13.71,40.94,12.44,68.46,96.38,95.40,68.95
"Dec","Maharashtra","Nashik","Baglan",169,2620,1176,2453,2475,1936,510,1872,6.45,44.89,19.47,71.45,94.47,93.63,73.89
"Dec","Maharashtra","Nashik","Chandvad",106,1667,673,1546,1580,1198,185,1158,6.36,40.37,11.10,69.47,94.78,92.74,71.87
"Dec","Maharashtra","Nashik","Deola",138,1027,391,986,987,723,241,783,13.44,38.07,23.47,76.24,96.11,96.01,70.40
"Dec","Maharashtra","Nashik","Dindori",285,2232,1181,2122,2140,1715,559,1668,12.77,52.91,25.04,74.73,95.88,95.07,76.84
"Dec","Maharashtra","Nashik","Igatpuri",147,1757,685,1574,1589,1108,68,1054,8.37,38.99,3.87,59.99,90.44,89.58,63.06
"Dec","Maharashtra","Nashik","Kalwan",187,1567,722,1493,1504,1066,231,1044,11.93,46.08,14.74,66.62,95.98,95.28,68.03
"Dec","Maharashtra","Nashik","Malegaon",483,5342,2247,4883,4963,3867,609,3567,9.04,42.06,11.40,66.77,92.91,91.41,72.39
"Dec","Maharashtra","Nashik","Nandgaon",92,1390,616,1213,1235,988,121,937,6.62,44.32,8.71,67.41,88.85,87.27,71.08
"Dec","Maharashtra","Nashik","Nashik",331,3275,1398,3076,3110,2444,341,2471,10.11,42.69,10.41,75.45,94.96,93.92,74.63
"Dec","Maharashtra","Nashik","Niphad",276,2823,1131,2657,2686,1999,347,1790,9.78,40.06,12.29,63.41,95.15,94.12,70.81
"Dec","Maharashtra","Nashik","Peint",61,1027,424,888,898,615,23,492,5.94,41.29,2.24,47.91,87.44,86.47,59.88
"Dec","Maharashtra","Nashik","Sinnar",141,2069,954,1925,1957,1518,166,1276,6.81,46.11,8.02,61.67,94.59,93.04,73.37
"Dec","Maharashtra","Nashik","Surgana",80,1593,661,1478,1519,1041,99,838,5.02,41.49,6.21,52.61,95.35,92.78,65.35
"Dec","Maharashtra","Nashik","Trimbakeshwar",73,1429,571,1332,1357,954,173,881,5.11,39.96,12.11,61.65,94.96,93.21,66.76
"Dec","Maharashtra","Nashik","Yevla",138,1472,600,1364,1362,1056,319,1016,9.38,40.76,21.67,69.02,92.53,92.66,71.74
"Dec","Maharashtra","Osmanabad","Bhum",64,637,271,592,600,465,64,465,10.05,42.54,10.05,73.00,94.19,92.94,73.00
"Dec","Maharashtra","Osmanabad","Kalamb",198,1707,755,1607,1619,1261,307,1347,11.60,44.23,17.98,78.91,94.84,94.14,73.87
"Dec","Maharashtra","Osmanabad","Osmanabad",599,4713,1794,4467,4484,3553,506,3219,12.71,38.06,10.74,68.30,95.14,94.78,75.39
"Dec","Maharashtra","Osmanabad","Paranda",62,631,305,604,610,473,45,432,9.83,48.34,7.13,68.46,96.67,95.72,74.96
"Dec","Maharashtra","Osmanabad","Tuljapur",144,1303,562,1248,1248,976,202,1064,11.05,43.13,15.50,81.66,95.78,95.78,74.90
"Dec","Maharashtra","Osmanabad","Umarga",64,843,312,781,787,626,84,471,7.59,37.01,9.96,55.87,93.36,92.65,74.26
"Dec","Maharashtra","Palghar","Dahanu",271,2791,1150,2333,2376,1772,133,1679,9.71,41.20,4.77,60.16,85.13,83.59,63.49
"Dec","Maharashtra","Palghar","Jawhar",109,1039,375,931,948,635,18,481,10.49,36.09,1.73,46.29,91.24,89.61,61.12
"Dec","Maharashtra","Palghar","Mokhada",36,564,188,454,465,305,14,269,6.38,33.33,2.48,47.70,82.45,80.50,54.08
"Dec","Maharashtra","Palghar","Palghar",353,2513,1019,2388,2400,1871,175,1633,14.05,40.55,6.96,64.98,95.50,95.03,74.45
"Dec","Maharashtra","Palghar","Talasari",68,1529,682,1441,1456,1059,66,728,4.45,44.60,4.32,47.61,95.23,94.24,69.26
"Dec","Maharashtra","Palghar","Vasai",123,1412,515,1225,1222,932,42,818,8.71,36.47,2.97,57.93,86.54,86.76,66.01
"Dec","Maharashtra","Palghar","Vikramgad",127,1380,582,1225,1233,944,32,769,9.20,42.17,2.32,55.72,89.35,88.77,68.41
"Dec","Maharashtra","Palghar","Wada",121,1335,491,1186,1196,900,68,703,9.06,36.78,5.09,52.66,89.59,88.84,67.42
"Dec","Maharashtra","Parbhani","Gangakhed",59,953,267,848,846,643,20,545,6.19,28.02,2.10,57.19,88.77,88.98,67.47
"Dec","Maharashtra","Parbhani","Jintur",154,1416,589,1314,1315,990,195,1087,10.88,41.60,13.77,76.77,92.87,92.80,69.92
"Dec","Maharashtra","Parbhani","Manwath",57,492,158,473,474,362,26,263,11.59,32.11,5.28,53.46,96.34,96.14,73.58
"Dec","Maharashtra","Parbhani","Palam",64,678,268,652,642,506,64,413,9.44,39.53,9.44,60.91,94.69,96.17,74.63
"Dec","Maharashtra","Parbhani","Parbhani",223,2606,893,2421,2431,1926,241,1639,8.56,34.27,9.25,62.89,93.28,92.90,73.91
"Dec","Maharashtra","Parbhani","Pathri",51,663,232,582,587,472,73,385,7.69,34.99,11.01,58.07,88.54,87.78,71.19
"Dec","Maharashtra","Parbhani","Purna",120,853,334,779,800,597,61,584,14.07,39.16,7.15,68.46,93.79,91.32,69.99
"Dec","Maharashtra","Parbhani","Sailu",127,724,321,683,685,534,70,574,17.54,44.34,9.67,79.28,94.61,94.34,73.76
"Dec","Maharashtra","Parbhani","Sonpeth",43,418,131,336,349,268,20,267,10.29,31.34,4.78,63.88,83.49,80.38,64.11
"Dec","Maharashtra","Pune","Ambegaon",111,1052,309,822,826,629,56,517,10.55,29.37,5.32,49.14,78.52,78.14,59.79
"Dec","Maharashtra","Pune","Baramati",140,1891,663,1713,1720,1362,221,1293,7.40,35.06,11.69,68.38,90.96,90.59,72.03
"Dec","Maharashtra","Pune","Bhor",68,771,301,716,719,587,62,516,8.82,39.04,8.04,66.93,93.26,92.87,76.13
"Dec","Maharashtra","Pune","Daund",171,1849,1183,1632,1637,1325,396,1262,9.25,63.98,21.42,68.25,88.53,88.26,71.66
"Dec","Maharashtra","Pune","Haveli",841,6103,2262,5675,5643,4435,1112,4467,13.78,37.06,18.22,73.19,92.46,92.99,72.67
"Dec","Maharashtra","Pune","Indapur",141,1992,519,1805,1807,1424,67,1088,7.08,26.05,3.36,54.62,90.71,90.61,71.49
"Dec","Maharashtra","Pune","Junnar",236,1550,761,1479,1493,1139,275,1092,15.23,49.10,17.74,70.45,96.32,95.42,73.48
"Dec","Maharashtra","Pune","Khed",253,1918,654,1745,1748,1345,146,1383,13.19,34.10,7.61,72.11,91.14,90.98,70.13
"Dec","Maharashtra","Pune","Mawal",132,1661,509,1573,1584,1261,168,1041,7.95,30.64,10.11,62.67,95.36,94.70,75.92
"Dec","Maharashtra","Pune","Mulshi",41,828,223,688,696,541,22,441,4.95,26.93,2.66,53.26,84.06,83.09,65.34
"Dec","Maharashtra","Pune","Pune",63,511,151,492,492,399,52,372,12.33,29.55,10.18,72.80,96.28,96.28,78.08
"Dec","Maharashtra","Pune","Pune City",339,3142,840,3024,3015,2357,194,2106,10.79,26.73,6.17,67.03,95.96,96.24,75.02
"Dec","Maharashtra","Pune","Purandhar",89,810,329,785,788,670,197,588,10.99,40.62,24.32,72.59,97.28,96.91,82.72
"Dec","Maharashtra","Pune","Shirur",178,1712,617,1615,1627,1329,170,1078,10.40,36.04,9.93,62.97,95.04,94.33,77.63
"Dec","Maharashtra","Pune","Velhe",14,172,58,162,162,122,7,108,8.14,33.72,4.07,62.79,94.19,94.19,70.93
"Dec","Maharashtra","Raigad","Alibag",105,814,391,776,775,611,169,645,12.90,48.03,20.76,79.24,95.21,95.33,75.06
"Dec","Maharashtra","Raigad","Karjat",151,1181,517,1040,1034,724,135,843,12.79,43.78,11.43,71.38,87.55,88.06,61.30
"Dec","Maharashtra","Raigad","Khalapur",74,838,294,744,748,556,61,506,8.83,35.08,7.28,60.38,89.26,88.78,66.35
"Dec","Maharashtra","Raigad","Mahad",93,634,253,589,586,464,39,467,14.67,39.91,6.15,73.66,92.43,92.90,73.19
"Dec","Maharashtra","Raigad","Mangaon",57,559,211,493,496,334,17,302,10.20,37.75,3.04,54.03,88.73,88.19,59.75
"Dec","Maharashtra","Raigad","Mhasla",12,148,54,146,144,116,5,71,8.11,36.49,3.38,47.97,97.30,98.65,78.38
"Dec","Maharashtra","Raigad","Murud",21,232,114,229,227,199,17,174,9.05,49.14,7.33,75.00,97.84,98.71,85.78
"Dec","Maharashtra","Raigad","Panvel",140,1961,1048,1752,1766,1434,498,1567,7.14,53.44,25.40,79.91,90.06,89.34,73.13
"Dec","Maharashtra","Raigad","Pen",96,806,388,757,753,576,170,564,11.91,48.14,21.09,69.98,93.42,93.92,71.46
"Dec","Maharashtra","Raigad","Poladpur",11,103,46,93,93,68,0,61,10.68,44.66,0.00,59.22,90.29,90.29,66.02
"Dec","Maharashtra","Raigad","Roha",55,574,245,505,503,398,28,322,9.58,42.68,4.88,56.10,87.63,87.98,69.34
"Dec","Maharashtra","Raigad","Shrivardhan",36,305,170,293,294,235,78,235,11.80,55.74,25.57,77.05,96.39,96.07,77.05
"Dec","Maharashtra","Raigad","Sudhagad",27,284,107,246,245,186,6,151,9.51,37.68,2.11,53.17,86.27,86.62,65.49
"Dec","Maharashtra","Raigad","Tala",11,74,27,70,69,47,4,48,14.86,36.49,5.41,64.86,93.24,94.59,63.51
"Dec","Maharashtra","Raigad","Uran",77,799,308,744,746,595,31,553,9.64,38.55,3.88,69.21,93.37,93.12,74.47
"Dec","Maharashtra","Ratnagiri","Chiplun",112,803,399,760,759,626,87,556,13.95,49.69,10.83,69.24,94.52,94.65,77.96
"Dec","Maharashtra","Ratnagiri","Dapoli",83,521,249,489,492,401,48,399,15.93,47.79,9.21,76.58,94.43,93.86,76.97
"Dec","Maharashtra","Ratnagiri","Guhagar",64,412,238,390,389,299,36,302,15.53,57.77,8.74,73.30,94.42,94.66,72.57
"Dec","Maharashtra","Ratnagiri","Khed",65,519,216,486,492,386,23,372,12.52,41.62,4.43,71.68,94.80,93.64,74.37
"Dec","Maharashtra","Ratnagiri","Lanja",52,386,218,360,357,290,34,265,13.47,56.48,8.81,68.65,92.49,93.26,75.13
"Dec","Maharashtra","Ratnagiri","Mandangad",39,213,100,198,197,164,27,202,18.31,46.95,12.68,94.84,92.49,92.96,77.00
"Dec","Maharashtra","Ratnagiri","Rajapur",62,410,208,392,395,317,65,315,15.12,50.73,15.85,76.83,96.34,95.61,77.32
"Dec","Maharashtra","Ratnagiri","Ratnagiri",143,1369,566,1295,1283,1058,98,883,10.45,41.34,7.16,64.50,93.72,94.59,77.28
"Dec","Maharashtra","Ratnagiri","Sangameshwar",64,540,296,514,512,410,84,375,11.85,54.81,15.56,69.44,94.81,95.19,75.93
"Dec","Maharashtra","Sangli","Atpadi",72,594,211,543,498,454,15,341,12.12,35.52,2.53,57.41,83.84,91.41,76.43
"Dec","Maharashtra","Sangli","Jat",109,2030,510,1254,1272,855,58,1056,5.37,25.12,2.86,52.02,62.66,61.77,42.12
"Dec","Maharashtra","Sangli","Kadegaon",93,772,340,729,737,549,45,556,12.05,44.04,5.83,72.02,95.47,94.43,71.11
"Dec","Maharashtra","Sangli","Kavathemahankal",167,962,442,924,932,709,94,735,17.36,45.95,9.77,76.40,96.88,96.05,73.70
"Dec","Maharashtra","Sangli","Khanapur (Vita)",58,524,201,455,458,344,50,359,11.07,38.36,9.54,68.51,87.40,86.83,65.65
"Dec","Maharashtra","Sangli","Miraj",192,1325,386,1275,1282,973,61,872,14.49,29.13,4.60,65.81,96.75,96.23,73.43
"Dec","Maharashtra","Sangli","Palus",111,850,252,724,735,561,25,527,13.06,29.65,2.94,62.00,86.47,85.18,66.00
"Dec","Maharashtra","Sangli","Sangli",355,2217,717,2131,2125,1574,202,1704,16.01,32.34,9.11,76.86,95.85,96.12,71.00
"Dec","Maharashtra","Sangli","Shirala",87,660,301,626,633,526,190,584,13.18,45.61,28.79,88.48,95.91,94.85,79.70
"Dec","Maharashtra","Sangli","Tasgaon",142,1191,470,1079,1083,834,55,684,11.92,39.46,4.62,57.43,90.93,90.60,70.03
"Dec","Maharashtra","Sangli","Walwa",272,1732,666,1669,1679,1289,137,1212,15.70,38.45,7.91,69.98,96.94,96.36,74.42
"Dec","Maharashtra","Satara","Jaoli",39,356,147,335,337,280,30,252,10.96,41.29,8.43,70.79,94.66,94.10,78.65
"Dec","Maharashtra","Satara","Karad",419,2318,953,2185,2180,1656,277,1920,18.08,41.11,11.95,82.83,94.05,94.26,71.44
"Dec","Maharashtra","Satara","Khandala",114,864,407,788,797,583,80,609,13.19,47.11,9.26,70.49,92.25,91.20,67.48
"Dec","Maharashtra","Satara","Khatav",199,1041,409,954,963,735,175,852,19.12,39.29,16.81,81.84,92.51,91.64,70.61
"Dec","Maharashtra","Satara","Koregaon",148,1021,502,995,996,811,160,745,14.50,49.17,15.67,72.97,97.55,97.45,79.43
"Dec","Maharashtra","Satara","Mahabaleshwar",22,185,100,180,182,149,40,151,11.89,54.05,21.62,81.62,98.38,97.30,80.54
"Dec","Maharashtra","Satara","Man",122,979,429,918,925,736,97,671,12.46,43.82,9.91,68.54,94.48,93.77,75.18
"Dec","Maharashtra","Satara","Patan",141,914,386,856,860,672,105,707,15.43,42.23,11.49,77.35,94.09,93.65,73.52
"Dec","Maharashtra","Satara","Phaltan",192,1514,681,1454,1454,1159,434,1108,12.68,44.98,28.67,73.18,96.04,96.04,76.55
"Dec","Maharashtra","Satara","Satara",375,2391,911,2299,2300,1795,240,1633,15.68,38.10,10.04,68.30,96.19,96.15,75.07
"Dec","Maharashtra","Satara","Wai",151,688,329,663,662,526,132,569,21.95,47.82,19.19,82.70,96.22,96.37,76.45
"Dec","Maharashtra","Sindhudurg","Devgad",64,330,170,287,287,217,0,178,19.39,51.52,0.00,53.94,86.97,86.97,65.76
"Dec","Maharashtra","Sindhudurg","Dodamarg",23,162,91,153,150,121,72,158,14.20,56.17,44.44,97.53,92.59,94.44,74.69
"Dec","Maharashtra","Sindhudurg","Kankavli",40,326,132,280,282,212,11,188,12.27,40.49,3.37,57.67,86.50,85.89,65.03
"Dec","Maharashtra","Sindhudurg","Kudal",112,532,264,499,498,395,39,380,21.05,49.62,7.33,71.43,93.61,93.80,74.25
"Dec","Maharashtra","Sindhudurg","Malwan",45,230,139,215,215,170,45,199,19.57,60.43,19.57,86.52,93.48,93.48,73.91
"Dec","Maharashtra","Sindhudurg","Sawantwadi",78,415,209,388,385,296,81,353,18.80,50.36,19.52,85.06,92.77,93.49,71.33
"Dec","Maharashtra","Sindhudurg","Vaibhavvadi",13,126,57,104,107,81,0,58,10.32,45.24,0.00,46.03,84.92,82.54,64.29
"Dec","Maharashtra","Sindhudurg","Vengurla",51,227,124,219,216,172,24,151,22.47,54.63,10.57,66.52,95.15,96.48,75.77
"Dec","Maharashtra","Solapur","Akkalkot",155,1516,585,1434,1439,1094,169,1120,10.22,38.59,11.15,73.88,94.92,94.59,72.16
"Dec","Maharashtra","Solapur","Barshi",228,2447,986,2319,2322,1841,247,1610,9.32,40.29,10.09,65.79,94.89,94.77,75.23
"Dec","Maharashtra","Solapur","Karmala",121,1252,452,1185,1184,862,54,802,9.66,36.10,4.31,64.06,94.57,94.65,68.85
"Dec","Maharashtra","Solapur","Madha",180,1991,564,1773,1784,1245,209,1309,9.04,28.33,10.50,65.75,89.60,89.05,62.53
"Dec","Maharashtra","Solapur","Malshiras",273,2753,1053,2608,2634,2121,422,2004,9.92,38.25,15.33,72.79,95.68,94.73,77.04
"Dec","Maharashtra","Solapur","Mangalvedhe",111,1191,451,1104,1122,887,105,707,9.32,37.87,8.82,59.36,94.21,92.70,74.48
"Dec","Maharashtra","Solapur","Mohol",189,1750,643,1596,1606,1217,160,1116,10.80,36.74,9.14,63.77,91.77,91.20,69.54
"Dec","Maharashtra","Solapur","Pandharpur",227,3070,1191,2842,2863,2245,312,1717,7.39,38.79,10.16,55.93,93.26,92.57,73.13
"Dec","Maharashtra","Solapur","Sangole",112,1885,601,1635,1665,1244,75,982,5.94,31.88,3.98,52.10,88.33,86.74,65.99
"Dec","Maharashtra","Solapur","Solapur North",321,2625,820,2371,2356,1816,218,1873,12.23,31.24,8.30,71.35,89.75,90.32,69.18
"Dec","Maharashtra","Solapur","Solapur South",138,1847,651,1720,1717,1341,103,1132,7.47,35.25,5.58,61.29,92.96,93.12,72.60
"Dec","Maharashtra","Thane","Ambarnath",175,1537,584,1503,1495,1205,134,1072,11.39,38.00,8.72,69.75,97.27,97.79,78.40
"Dec","Maharashtra","Thane","Bhiwandi",655,4423,1690,4012,4029,3225,445,3400,14.81,38.21,10.06,76.87,91.09,90.71,72.91
"Dec","Maharashtra","Thane","Kalyan",216,1934,638,1833,1824,1438,202,1465,11.17,32.99,10.44,75.75,94.31,94.78,74.35
"Dec","Maharashtra","Thane","Murbad",225,1156,505,1116,1116,863,112,931,19.46,43.69,9.69,80.54,96.54,96.54,74.65
"Dec","Maharashtra","Thane","Shahapur",344,2297,854,2052,2076,1461,170,1537,14.98,37.18,7.40,66.91,90.38,89.33,63.60
"Dec","Maharashtra","Thane","Thane",586,5495,2241,5163,5163,4071,746,4006,10.66,40.78,13.58,72.90,93.96,93.96,74.09
"Dec","Maharashtra","Thane","Ulhasnagar",118,630,272,603,602,469,75,495,18.73,43.17,11.90,78.57,95.56,95.71,74.44
"Dec","Maharashtra","Wardha","Arvi",87,537,253,500,512,428,148,441,16.20,47.11,27.56,82.12,95.34,93.11,79.70
"Dec","Maharashtra","Wardha","Ashti",110,399,222,382,381,301,116,399,27.57,55.64,29.07,100.00,95.49,95.74,75.44
"Dec","Maharashtra","Wardha","Deoli",72,497,230,478,487,402,53,398,14.49,46.28,10.66,80.08,97.99,96.18,80.89
"Dec","Maharashtra","Wardha","Hinganghat",134,670,287,611,622,487,65,516,20.00,42.84,9.70,77.01,92.84,91.19,72.69
"Dec","Maharashtra","Wardha","Karanja",61,460,228,432,440,373,49,372,13.26,49.57,10.65,80.87,95.65,93.91,81.09
"Dec","Maharashtra","Wardha","Samudrapur",84,630,308,574,572,450,89,455,13.33,48.89,14.13,72.22,90.79,91.11,71.43
"Dec","Maharashtra","Wardha","Seloo",106,634,307,618,621,535,80,478,16.72,48.42,12.62,75.39,97.95,97.48,84.38
"Dec","Maharashtra","Wardha","Wardha",360,2402,981,2258,2259,1861,284,1840,14.99,40.84,11.82,76.60,94.05,94.00,77.48
"Dec","Maharashtra","Washim","Karanja",297,1778,807,1621,1649,1254,331,1316,16.70,45.39,18.62,74.02,92.74,91.17,70.53
"Dec","Maharashtra","Washim","Malegaon",168,1266,474,1117,1125,849,129,808,13.27,37.44,10.19,63.82,88.86,88.23,67.06
"Dec","Maharashtra","Washim","Mangrulpir",175,983,472,931,938,807,252,679,17.80,48.02,25.64,69.07,95.42,94.71,82.10
"Dec","Maharashtra","Washim","Manora",117,1165,535,1094,1119,868,189,832,10.04,45.92,16.22,71.42,96.05,93.91,74.51
"Dec","Maharashtra","Washim","Risod",106,1111,385,929,934,704,80,687,9.54,34.65,7.20,61.84,84.07,83.62,63.37
"Dec","Maharashtra","Washim","Washim",234,1136,468,1084,1097,896,226,840,20.60,41.20,19.89,73.94,96.57,95.42,78.87
"Dec","Maharashtra","Yavatmal","Arni",123,1017,516,939,938,747,109,674,12.09,50.74,10.72,66.27,92.23,92.33,73.45
"Dec","Maharashtra","Yavatmal","Babulgaon",107,442,251,415,416,332,106,386,24.21,56.79,23.98,87.33,94.12,93.89,75.11
"Dec","Maharashtra","Yavatmal","Darwha",245,999,568,968,972,778,271,792,24.52,56.86,27.13,79.28,97.30,96.90,77.88
"Dec","Maharashtra","Yavatmal","Digras",168,724,368,689,683,540,64,583,23.20,50.83,8.84,80.52,94.34,95.17,74.59
"Dec","Maharashtra","Yavatmal","Ghatanji",107,674,314,643,656,523,118,507,15.88,46.59,17.51,75.22,97.33,95.40,77.60
"Dec","Maharashtra","Yavatmal","Kalamb",84,539,226,480,484,379,61,412,15.58,41.93,11.32,76.44,89.80,89.05,70.32
"Dec","Maharashtra","Yavatmal","Kelapur",79,643,339,615,623,517,54,460,12.29,52.72,8.40,71.54,96.89,95.65,80.40
"Dec","Maharashtra","Yavatmal","Mahagaon",163,1375,649,1188,1198,957,123,913,11.85,47.20,8.95,66.40,87.13,86.40,69.60
"Dec","Maharashtra","Yavatmal","Maregaon",69,355,169,335,343,271,30,275,19.44,47.61,8.45,77.46,96.62,94.37,76.34
"Dec","Maharashtra","Yavatmal","Ner",112,662,340,618,640,521,152,523,16.92,51.36,22.96,79.00,96.68,93.35,78.70
"Dec","Maharashtra","Yavatmal","Pusad",158,1772,576,1281,1299,997,83,1040,8.92,32.51,4.68,58.69,73.31,72.29,56.26
"Dec","Maharashtra","Yavatmal","Ralegaon",96,566,239,493,496,357,45,352,16.96,42.23,7.95,62.19,87.63,87.10,63.07
"Dec","Maharashtra","Yavatmal","Umarkhed",141,1611,537,1163,1201,898,42,938,8.75,33.33,2.61,58.22,74.55,72.19,55.74
"Dec","Maharashtra","Yavatmal","Wani",126,694,360,651,651,512,137,521,18.16,51.87,19.74,75.07,93.80,93.80,73.78
"Dec","Maharashtra","Yavatmal","Yavatmal",454,2424,986,2243,2243,1782,278,1801,18.73,40.68,11.47,74.30,92.53,92.53,73.51
"Dec","Maharashtra","Yavatmal","Zari-Jamani",66,378,150,353,358,274,45,341,17.46,39.68,11.90,90.21,94.71,93.39,72.49
"Jan","Maharashtra","Ahmadnagar","Akola",202,1673,572,1545,1552,1228,222,1183,12.07,34.19,13.27,70.71,92.77,92.35,73.40
"Jan","Maharashtra","Ahmadnagar","Jamkhed",83,1048,345,981,993,793,51,647,7.92,32.92,4.87,61.74,94.75,93.61,75.67
"Jan","Maharashtra","Ahmadnagar","Karjat",125,1270,470,1189,1208,944,158,867,9.84,37.01,12.44,68.27,95.12,93.62,74.33
"Jan","Maharashtra","Ahmadnagar","Kopargaon",138,1466,539,1384,1398,1170,282,1079,9.41,36.77,19.24,73.60,95.36,94.41,79.81
"Jan","Maharashtra","Ahmadnagar","Nagar",545,4719,1406,4540,4543,3697,692,3193,11.55,29.79,14.66,67.66,96.27,96.21,78.34
"Jan","Maharashtra","Ahmadnagar","Nevasa",247,2410,852,2275,2293,1837,356,1857,10.25,35.35,14.77,77.05,95.15,94.40,76.22
"Jan","Maharashtra","Ahmadnagar","Parner",246,1622,727,1546,1553,1295,463,1349,15.17,44.82,28.55,83.17,95.75,95.31,79.84
"Jan","Maharashtra","Ahmadnagar","Pathardi",157,1296,498,1232,1236,1023,404,995,12.11,38.43,31.17,76.77,95.37,95.06,78.94
"Jan","Maharashtra","Ahmadnagar","Rahta",250,1724,667,1660,1664,1329,485,1354,14.50,38.69,28.13,78.54,96.52,96.29,77.09
"Jan","Maharashtra","Ahmadnagar","Rahuri",160,1739,860,1640,1657,1343,515,1362,9.20,49.45,29.61,78.32,95.28,94.31,77.23
"Jan","Maharashtra","Ahmadnagar","Sangamner",304,2592,889,2493,2509,1973,371,1795,11.73,34.30,14.31,69.25,96.80,96.18,76.12
"Jan","Maharashtra","Ahmadnagar","Shevgaon",109,1558,457,1452,1462,1182,99,839,7.00,29.33,6.35,53.85,93.84,93.20,75.87
"Jan","Maharashtra","Ahmadnagar","Shrigonda",280,1701,631,1642,1647,1299,472,1354,16.46,37.10,27.75,79.60,96.83,96.53,76.37
"Jan","Maharashtra","Ahmadnagar","Shrirampur",157,1276,544,1239,1243,1013,347,1033,12.30,42.63,27.19,80.96,97.41,97.10,79.39
"Jan","Maharashtra","Akola","Akola",554,3755,1269,3484,3486,2859,406,2553,14.75,33.79,10.81,67.99,92.84,92.78,76.14
"Jan","Maharashtra","Akola","Akot",151,995,371,923,926,702,206,720,15.18,37.29,20.70,72.36,93.07,92.76,70.55
"Jan","Maharashtra","Akola","Balapur",127,756,293,706,706,560,128,556,16.80,38.76,16.93,73.54,93.39,93.39,74.07
"Jan","Maharashtra","Akola","Barshitakli",135,833,370,741,750,604,68,560,16.21,44.42,8.16,67.23,90.04,88.96,72.51
"Jan","Maharashtra","Akola","Murtijapur",161,684,361,633,631,479,126,540,23.54,52.78,18.42,78.95,92.25,92.54,70.03
"Jan","Maharashtra","Akola","Patur",131,748,322,697,706,534,107,577,17.51,43.05,14.30,77.14,94.39,93.18,71.39
"Jan","Maharashtra","Akola","Telhara",169,991,433,922,936,763,78,713,17.05,43.69,7.87,71.95,94.45,93.04,76.99
"Jan","Maharashtra","Amravati","Achalpur",622,2384,1095,2257,2256,1784,715,1960,26.09,45.93,29.99,82.21,94.63,94.67,74.83
"Jan","Maharashtra","Amravati","Amravati",783,3429,1451,3268,3289,2647,856,2833,22.83,42.32,24.96,82.62,95.92,95.30,77.19
"Jan","Maharashtra","Amravati","Anjangaon Surji",132,480,247,469,472,339,126,430,27.50,51.46,26.25,89.58,98.33,97.71,70.63
"Jan","Maharashtra","Amravati","Bhatkuli",159,586,305,561,564,481,191,505,27.13,52.05,32.59,86.18,96.25,95.73,82.08
"Jan","Maharashtra","Amravati","Chandurbazar",306,982,479,913,914,706,249,831,31.16,48.78,25.36,84.62,93.08,92.97,71.89
"Jan","Maharashtra","Amravati","Chandur Railway",100,360,185,342,341,274,122,299,27.78,51.39,33.89,83.06,94.72,95.00,76.11
"Jan","Maharashtra","Amravati","Chikhaldara",107,836,254,673,702,545,44,499,12.80,30.38,5.26,59.69,83.97,80.50,65.19
"Jan","Maharashtra","Amravati","Daryapur",184,624,367,601,607,476,299,571,29.49,58.81,47.92,91.51,97.28,96.31,76.28
"Jan","Maharashtra","Amravati","Dhamangaon Railway",142,513,259,483,481,395,164,406,27.68,50.49,31.97,79.14,93.76,94.15,77.00
"Jan","Maharashtra","Amravati","Dharni",138,1276,387,805,833,659,38,655,10.82,30.33,2.98,51.33,65.28,63.09,51.65
