month_n,state_n,district_n,sub_district,mdrtly_stntd,svrly_stntd,svrly_wstd,mdrtly_wstd,svrly_uw,mdrtly_uw,nb_lbw,wstd_chld,stntd_chld,uw_chld,svrly_wasting_percent,wasting_percent,svrly_stunting_percent,stunting_percent,svrly_underweight_percent,underweight_percent,low_birth_weight_percent,no_anemic_wmn,no_pregnant_women,no_tenatus_cmpltd,no_wmn_rstg_drg_prgncy,no_wmn_etg_xtr_ml_drg_prgncy,no_trmstr_3wmn_cnsld_imdtbf,no_wmn_4_anc_vst_dlvry,prnt_anwmic_wmn,prnt_4_anc_vst_dlvry,prnt_wmn_etg_xtr_ml_drng_prgncy,prnt_wmn_rstg_drg_prgncy,prnt_trmstr_3wmn_cnsld_imdtbf,no_chld_bf_at_birth,no_chld_appr_cf,no_chld_excly_bf,no_chld_rcvg_cf_wid_adq_dt_dvsty,no_chld_intd_cf_past30d,no_chld_cf_wid_adq_dt_qnty,tot_no_chld_rcvg_cf_wid_appr_hndwhd_bfr_fdg,no_of_chld_cmpltd_1yr_immunzt,total_no_chld_enrld_cas_born_lstmnth,total_no_chld_0t6mnths_enrld_cas,no_chld_appr_cf,prnt_chld_bf_at_birth,prnt_chld_excly_bf,prnt_chld_rcvg_cf_wid_adq_dt_dvsty,prnt_chld_cf_wid_adq_dt_qnty,per_no_chld_cf_wid_appr_hndwhg_bfr_fdg,prnt_chld_intd_cf_p30d,prnt_child_1yr_immnztn,prnt_intd_cf_6to24mnth_child
Dec,Maharashtra,Pune,Junnar,2949,1593,142,433,375,1760,33,575,4542,2135,0.93,3.75,10.39,29.62,1.96,11.14,14.16,236,1550,761,1479,1493,1139,275,15.23,17.74,96.32,95.42,73.48,215,5646,1748,5162,818,5222,5578,10252,280,2263,5646,76.79,77.24,91.43,92.49,98.8,88.53,52.39,85.17
Dec,Maharashtra,Pune,Khed,3550,1397,124,563,352,1895,18,687,4947,2247,0.58,3.21,6.52,23.08,1.32,8.46,10.34,253,1918,654,1745,1748,1345,146,13.19,7.61,91.14,90.98,70.13,153,8295,1661,7401,1111,7839,8194,3227,215,2377,8295,71.16,69.88,89.22,94.5,98.78,87.55,11.16,82.87
Dec,Maharashtra,Pune,Mawal,2053,870,107,421,225,990,27,528,2923,1215,0.59,2.91,4.79,16.09,1.12,6.07,11.25,132,1661,509,1573,1584,1261,168,7.95,10.11,95.36,94.7,75.92,209,6080,1630,5312,848,5781,6018,3361,265,2153,6080,78.87,75.71,87.37,95.08,98.98,85.92,16.11,81.26
Dec,Maharashtra,Pune,Mulshi,928,375,27,199,111,555,4,226,1303,666,0.27,2.22,3.69,12.81,0.91,5.48,3.88,41,828,223,688,696,541,22,4.95,2.66,84.06,83.09,65.34,87,3599,781,3285,379,3126,3465,1081,113,1138,3599,76.99,68.63,91.28,86.86,96.28,78.63,8.16,81.66
Dec,Maharashtra,Pune,Pune,1305,777,219,459,346,1253,18,678,2082,1599,4.07,12.6,14.42,38.65,5.5,25.43,29.03,63,511,151,492,492,399,52,12.33,10.18,96.28,96.28,78.08,57,2431,506,2230,277,2153,2405,1300,77,693,2431,74.03,73.02,91.73,88.56,98.93,84.45,15.88,88.28
Dec,Maharashtra,Pune,Pune City,7545,4554,1145,2641,1204,5872,59,3786,12099,7076,3.19,10.56,12.67,33.66,2.72,15.98,16.39,339,3142,840,3024,3015,2357,194,10.79,6.17,95.96,96.24,75.02,326,16675,3228,14864,2146,15306,16558,7572,400,4497,16675,81.5,71.78,89.14,91.79,99.3,90.21,13.53,85.93
Dec,Maharashtra,Pune,Purandhar,1282,583,32,139,107,581,19,171,1865,688,0.38,2.04,6.96,22.27,1.06,6.81,13.1,89,810,329,785,788,670,197,10.99,24.32,97.28,96.91,82.72,130,3239,898,2950,487,3090,3215,2828,157,1171,3239,82.8,76.69,91.08,95.4,99.26,90.86,28.21,87.72
Dec,Maharashtra,Pune,Shirur,2588,1159,118,443,212,1189,19,561,3747,1401,0.57,2.69,5.55,17.93,0.93,6.13,9.74,178,1712,617,1615,1627,1329,170,10.4,9.93,95.04,94.33,77.63,167,7408,1714,6636,1042,6994,7353,4142,232,2375,7408,71.98,72.17,89.58,94.41,99.26,87.56,17.45,84.64
Dec,Maharashtra,Pune,Velhe,351,214,27,61,62,266,4,88,565,328,1.74,5.66,13.77,36.36,3.05,16.15,16,14,172,58,162,162,122,7,8.14,4.07,94.19,94.19,70.93,20,656,157,615,90,607,651,363,28,221,656,71.43,71.04,93.75,92.53,99.24,78.95,17.3,88.11
Dec,Maharashtra,Raigad,Alibag,1555,606,97,274,213,635,21,371,2161,848,1.11,4.25,6.94,24.76,2.24,8.9,14,105,814,391,776,775,611,169,12.9,20.76,95.21,95.33,75.06,124,3078,909,2740,470,2969,3043,2980,171,1246,3078,72.51,72.95,89.02,96.46,98.86,85.45,28.83,81.82
Dec,Maharashtra,Raigad,Karjat,2037,1356,114,340,458,1336,33,454,3393,1794,1.37,5.45,16.26,40.69,4.81,18.84,21.15,151,1181,517,1040,1034,724,135,12.79,11.43,87.55,88.06,61.3,134,3643,975,3147,549,3153,3580,2215,192,1505,3643,69.79,64.78,86.38,86.55,98.27,74.09,16.65,73.65
Dec,Maharashtra,Raigad,Khalapur,940,634,44,173,157,519,19,217,1574,676,0.81,3.99,11.66,28.95,2.4,10.32,14.18,74,838,294,744,748,556,61,8.83,7.28,89.26,88.78,66.35,115,2616,789,2290,439,2275,2586,672,154,1160,2616,74.68,68.02,87.54,86.96,98.85,74.91,7.24,74.33
Dec,Maharashtra,Raigad,Mahad,1158,631,46,223,200,787,15,269,1789,987,0.8,4.67,10.92,30.95,2.94,14.52,15.79,93,634,253,589,586,464,39,14.67,6.15,92.43,92.9,73.19,83,2241,705,1906,276,2118,2225,2739,105,919,2241,79.05,76.71,85.05,94.51,99.29,86.52,36.65,78.53
Dec,Maharashtra,Raigad,Mangaon,683,456,49,163,100,390,14,212,1139,490,0.96,4.13,8.88,22.18,1.69,8.28,16.47,57,559,211,493,496,334,17,10.2,3.04,88.73,88.19,59.75,74,2256,599,2034,292,2144,2214,774,93,844,2256,79.57,70.97,90.16,95.04,98.14,80.22,9.78,80.52
Dec,Maharashtra,Raigad,Mhasla,295,178,20,91,63,259,6,111,473,322,1.35,7.47,11.96,31.79,3.92,20.01,21.43,12,148,54,146,144,116,5,8.11,3.38,97.3,98.65,78.38,25,631,171,537,85,574,618,126,33,237,631,75.76,72.15,85.1,90.97,97.94,77.98,5.5,76.71
Dec,Maharashtra,Raigad,Murud,429,111,8,65,42,198,5,73,540,240,0.28,2.58,3.92,19.08,1.44,8.25,8.62,21,232,114,229,227,199,17,9.05,7.33,97.84,98.71,85.78,52,958,322,857,150,882,949,853,61,417,958,85.25,77.22,89.46,92.07,99.06,93.75,31.19,87.01
Dec,Maharashtra,Raigad,Panvel,2019,671,51,224,192,746,21,275,2690,938,0.23,1.25,3.06,12.27,0.75,3.69,5.97,140,1961,1048,1752,1766,1434,498,7.14,25.4,90.06,89.34,73.13,286,7581,2186,7051,1116,7289,7504,16653,376,2948,7581,76.06,74.15,93.01,96.15,98.98,84.16,57.09,83.95
Dec,Maharashtra,Raigad,Pen,714,345,46,123,60,299,18,169,1059,359,0.55,2.04,4.16,12.75,0.67,3.99,15.25,96,806,388,757,753,576,170,11.91,21.09,93.42,93.92,71.46,102,2896,869,2541,413,2572,2864,4146,136,1145,2896,75,75.9,87.74,88.81,98.9,89.59,44.38,82.13
Dec,Maharashtra,Raigad,Poladpur,234,125,46,55,43,142,1,101,359,185,3.3,7.25,8.88,25.5,3.08,13.24,5,11,103,46,93,93,68,0,10.68,0,90.29,90.29,66.02,16,407,147,336,66,394,404,490,27,206,407,59.26,71.36,82.56,96.81,99.26,79.52,32.08,71.34
Dec,Maharashtra,Raigad,Roha,964,457,44,134,109,509,13,178,1421,618,0.76,3.06,7.86,24.45,1.5,8.51,11.71,55,574,245,505,503,398,28,9.58,4.88,87.63,87.98,69.34,97,2230,614,2008,316,2089,2206,468,123,890,2230,78.86,68.99,90.04,93.68,98.92,76.89,5.84,78.35
Dec,Maharashtra,Raigad,Shrivardhan,534,256,22,77,53,231,9,99,790,284,0.7,3.17,8.19,25.27,1.54,8.27,15.25,36,305,170,293,294,235,78,11.8,25.57,96.39,96.07,77.05,55,1145,349,1057,147,1100,1141,1678,63,432,1145,87.3,80.79,92.31,96.07,99.65,84.97,44.53,87.94
Dec,Maharashtra,Raigad,Sudhagad,421,258,29,82,92,323,12,111,679,415,1.62,6.22,14.37,37.81,3.3,14.89,26.67,27,284,107,246,245,186,6,9.51,2.11,86.27,86.62,65.49,40,974,278,829,155,869,962,148,50,425,974,80,65.41,85.11,89.22,98.77,79.9,4.08,73.17
Dec,Maharashtra,Raigad,Tala,239,135,11,35,26,84,1,46,374,110,0.96,4.03,11.81,32.72,2.24,9.47,5,11,74,27,70,69,47,4,14.86,5.41,93.24,94.59,63.51,16,348,79,303,50,342,343,276,22,133,348,72.73,59.4,87.07,98.28,98.56,79.37,19.77,73.19
Dec,Maharashtra,Raigad,Uran,980,275,7,75,48,327,5,82,1255,375,0.1,1.22,4.08,18.61,0.69,5.38,6.1,77,799,308,744,746,595,31,9.64,3.88,93.37,93.12,74.47,72,2661,723,2498,401,2540,2638,649,89,969,2661,80.9,74.61,93.87,95.45,99.14,84.24,6.88,85.02
Dec,Maharashtra,Ratnagiri,Chiplun,1603,763,29,189,155,973,20,218,2366,1128,0.36,2.69,9.42,29.22,1.61,11.74,15.38,112,803,399,760,759,626,87,13.95,10.83,94.52,94.65,77.96,118,2792,816,2501,411,2780,2774,3847,144,1082,2792,81.94,75.42,89.58,99.57,99.36,86.71,39.03,83.2
Dec,Maharashtra,Ratnagiri,Dapoli,1263,600,39,196,130,791,10,235,1863,921,0.61,3.68,9.39,29.17,1.97,13.98,10.2,83,521,249,489,492,401,48,15.93,9.21,94.43,93.86,76.97,79,2083,551,1875,246,1932,2066,2041,112,827,2083,70.54,66.63,90.01,92.75,99.18,79.87,26.65,79.92
Dec,Maharashtra,Ratnagiri,Guhagar,690,427,29,132,95,444,8,161,1117,539,0.68,3.75,9.92,25.95,1.89,10.74,12.7,64,412,238,390,389,299,36,15.53,8.74,94.42,94.66,72.57,57,1452,407,1211,231,1370,1443,1995,72,562,1452,79.17,72.42,83.4,94.35,99.38,81.91,37.82,74.61
Dec,Maharashtra,Ratnagiri,Khed,1083,465,24,213,113,683,16,237,1548,796,0.38,3.74,7.33,24.4,1.62,11.44,17.39,65,519,216,486,492,386,23,12.52,4.43,94.8,93.64,74.37,84,1978,527,1737,273,1902,1964,1594,104,735,1978,80.77,71.7,87.82,96.16,99.29,88.93,22.46,81.05
Dec,Maharashtra,Ratnagiri,Lanja,886,498,36,166,122,590,9,202,1384,712,0.94,5.27,12.96,36.01,3.04,17.74,19.15,52,386,218,360,357,290,34,13.47,8.81,92.49,93.26,75.13,36,1250,342,1038,166,1201,1239,2022,55,465,1250,65.45,73.55,83.04,96.08,99.12,87.83,46.36,77.81
Dec,Maharashtra,Ratnagiri,Mandangad,555,302,10,120,61,336,4,130,857,397,0.42,5.5,12.76,36.22,2.49,16.18,17.39,39,213,100,198,197,164,27,18.31,12.68,92.49,92.96,77,18,667,146,568,92,615,664,613,25,232,667,72,62.93,85.16,92.2,99.55,76.67,23.14,69.35
Dec,Maharashtra,Ratnagiri,Rajapur,1249,734,41,178,140,816,14,219,1983,956,0.84,4.48,14.98,40.48,2.73,18.66,27.45,62,410,208,392,395,317,65,15.12,15.85,96.34,95.61,77.32,51,1522,467,1231,204,1463,1515,2432,65,600,1522,78.46,77.83,80.88,96.12,99.54,86.81,44.56,75.75
Dec,Maharashtra,Ratnagiri,Ratnagiri,3302,1546,192,658,398,2032,31,850,4848,2430,1.22,5.41,9.83,30.83,2.27,13.84,14.76,143,1369,566,1295,1283,1058,98,10.45,7.16,93.72,94.59,77.28,173,5724,1382,5183,745,5379,5670,6623,224,1849,5724,77.23,74.74,90.55,93.97,99.06,91.3,33.43,85.49
Dec,Maharashtra,Ratnagiri,Sangameshwar,1129,490,31,194,154,757,14,225,1619,911,0.48,3.52,7.66,25.3,2.28,13.51,15.56,64,540,296,514,512,410,84,11.85,15.56,94.81,95.19,75.93,81,2052,585,1831,266,1992,2031,3145,107,761,2052,75.7,76.87,89.23,97.08,98.98,91.41,44.99,85.6
Dec,Maharashtra,Sangli,Atpadi,1369,770,67,281,137,811,7,348,2139,948,0.9,4.69,10.36,28.78,1.67,11.56,8.24,72,594,211,543,498,454,15,12.12,2.53,83.84,91.41,76.43,72,2674,734,2373,415,2339,2614,1207,96,991,2674,75,74.07,88.74,87.47,97.76,88.11,14.97,85.45
Dec,Maharashtra,Sangli,Jat,2061,841,112,522,223,894,16,634,2902,1117,0.74,4.17,5.52,19.05,1.37,6.84,6.93,109,2030,510,1254,1272,855,58,5.37,2.86,62.66,61.77,42.12,229,5378,1310,4803,775,4878,5314,1129,301,2724,5378,76.08,48.09,89.31,90.7,98.81,56.78,4.48,55.42
Dec,Maharashtra,Sangli,Kadegaon,497,129,23,95,45,209,8,118,626,254,0.37,1.91,2.09,10.14,0.6,3.38,7.02,93,772,340,729,737,549,45,12.05,5.83,95.47,94.43,71.11,109,2498,769,2287,396,2320,2482,1237,128,982,2498,85.16,78.31,91.55,92.87,99.36,90.83,15.32,86.43
Dec,Maharashtra,Sangli,Kavathemahankal,875,411,53,173,86,379,8,226,1286,465,0.56,2.41,4.37,13.67,0.82,4.44,5.26,167,962,442,924,932,709,94,17.36,9.77,96.88,96.05,73.7,132,3492,1033,3304,501,3331,3461,2568,177,1344,3492,74.58,76.86,94.62,95.39,99.11,90.93,24.62,91.35
Dec,Maharashtra,Sangli,Khanapur (Vita),663,370,68,171,76,362,9,239,1033,438,1.18,4.15,6.42,17.92,1.26,7.25,12.68,58,524,201,455,458,344,50,11.07,9.54,87.4,86.83,65.65,67,1967,588,1853,291,1742,1942,852,94,840,1967,71.28,70,94.2,88.56,98.73,78.65,13.39,85.75
Dec,Maharashtra,Sangli,Miraj,1679,561,117,308,120,586,11,425,2240,706,0.82,2.99,3.94,15.74,0.83,4.89,8.27,192,1325,386,1275,1282,973,61,14.49,4.6,96.75,96.23,73.43,119,4550,1205,4140,668,4184,4516,1127,152,1633,4550,78.29,73.79,90.99,91.96,99.25,92.78,7.99,86.81
Dec,Maharashtra,Sangli,Palus,828,316,93,285,170,584,22,378,1144,754,1.28,5.22,4.36,15.78,1.84,8.18,16.54,111,850,252,724,735,561,25,13.06,2.94,86.47,85.18,66,104,2842,920,2603,438,2611,2815,802,166,1239,2842,62.65,74.25,91.59,91.87,99.05,84.23,8.56,83.35
Dec,Maharashtra,Sangli,Sangli,4723,2246,403,1238,583,2778,44,1641,6969,3361,1.81,7.38,10.09,31.31,2.5,14.43,16.42,355,2217,717,2131,2125,1574,202,16.01,9.11,95.85,96.12,71,253,8315,2021,7521,1169,7875,8222,4398,297,2790,8315,85.19,72.44,90.45,94.71,98.88,88.43,16.76,85.96
Dec,Maharashtra,Sangli,Shirala,826,451,71,193,100,369,10,264,1277,469,1.09,4.03,6.89,19.5,1.34,6.29,9.52,87,660,301,626,633,526,190,13.18,28.79,95.91,94.85,79.7,95,2363,782,2139,327,2195,2330,1550,121,1006,2363,78.51,77.73,90.52,92.89,98.6,88.62,19.87,86.01
Dec,Maharashtra,Sangli,Tasgaon,1023,334,27,139,83,445,14,166,1357,528,0.26,1.6,3.22,13.08,0.71,4.53,8.48,142,1191,470,1079,1083,834,55,11.92,4.62,90.93,90.6,70.03,156,3752,1167,3470,557,3488,3709,1300,190,1605,3752,82.11,72.71,92.48,92.96,98.85,83.76,10.67,85.3
Dec,Maharashtra,Sangli,Walwa,2199,820,81,345,171,885,17,426,3019,1056,0.47,2.48,4.78,17.58,0.92,5.66,7.76,272,1732,666,1669,1679,1289,137,15.7,7.91,96.94,96.36,74.42,196,5969,1642,5590,847,5426,5928,4368,256,2201,5969,76.56,74.6,93.65,90.9,99.31,91.37,23.66,90.31
Dec,Maharashtra,Satara,Jaoli,733,451,21,87,57,280,6,108,1184,337,0.56,2.9,12.09,31.74,1.38,8.18,8.7,39,356,147,335,337,280,30,10.96,8.43,94.66,94.1,78.65,60,1378,420,1233,179,1331,1364,1005,78,540,1378,76.92,77.78,89.48,96.59,98.98,84.43,24.01,85.21
Dec,Maharashtra,Satara,Karad,3789,2231,155,618,420,2117,44,773,6020,2537,0.65,3.25,9.36,25.26,1.58,9.53,14.72,419,2318,953,2185,2180,1656,277,18.08,11.95,94.05,94.26,71.44,264,8260,2245,7553,1213,7862,8206,8600,353,3121,8260,74.79,71.93,91.44,95.18,99.35,86.27,31.51,85.05
Dec,Maharashtra,Satara,Khandala,1169,551,47,181,116,540,7,228,1720,656,0.59,2.85,6.88,21.47,1.3,7.38,4.76,114,864,407,788,797,583,80,13.19,9.26,92.25,91.2,67.48,120,3032,876,2794,451,2810,3004,2966,168,1191,3032,71.43,73.55,92.15,92.68,99.08,85.74,28.66,84.98
Dec,Maharashtra,Satara,Khatav,1764,1025,81,192,153,759,14,273,2789,912,0.7,2.35,8.82,23.99,1.24,7.41,8.59,199,1041,409,954,963,735,175,19.12,16.81,92.51,91.64,70.61,143,4174,1114,3770,585,3789,4126,5919,191,1579,4174,74.87,70.55,90.32,90.78,98.85,84.91,41.82,84.08
Dec,Maharashtra,Satara,Koregaon,1469,618,43,160,102,601,10,203,2087,703,0.4,1.9,5.79,19.57,0.87,6.02,5.75,148,1021,502,995,996,811,160,14.5,15.67,97.55,97.45,79.43,145,3788,1031,3546,559,3633,3718,4976,189,1392,3788,76.72,74.07,93.61,95.91,98.15,91.19,41.88,90.95
Dec,Maharashtra,Satara,Mahabaleshwar,208,104,5,39,26,96,6,44,312,122,0.32,2.82,6.65,19.96,1.4,6.55,20,22,185,100,180,182,149,40,11.89,21.62,98.38,97.3,80.54,29,628,183,562,76,594,621,771,34,238,628,85.29,76.89,89.49,94.59,98.89,83.52,35.78,83.14
Dec,Maharashtra,Satara,Man,1621,772,54,280,146,773,14,334,2393,919,0.55,3.4,7.86,24.35,1.36,8.58,8.48,122,979,429,918,925,736,97,12.46,9.91,94.48,93.77,75.18,145,3661,1081,3277,498,3482,3635,3074,183,1457,3661,79.23,74.19,89.51,95.11,99.29,84.84,26.8,84.59
Dec,Maharashtra,Satara,Patan,1869,1047,97,379,193,1014,23,476,2916,1207,0.91,4.45,9.78,27.25,1.73,10.83,15.23,141,914,386,856,860,672,105,15.43,11.49,94.09,93.65,73.52,146,3468,1060,2995,495,3252,3435,3315,184,1453,3468,79.35,72.95,86.36,93.77,99.05,80.1,28.2,80.04
Dec,Maharashtra,Satara,Phaltan,2521,1117,31,208,189,868,20,239,3638,1057,0.17,1.32,6.19,20.15,1.03,5.74,9.71,192,1514,681,1454,1454,1159,434,12.68,28.67,96.04,96.04,76.55,167,5588,1532,5293,788,5340,5545,9068,243,2073,5588,68.72,73.9,94.72,95.56,99.23,90.68,51.64,91.94
Dec,Maharashtra,Satara,Satara,4199,2229,236,683,408,2056,43,919,6428,2464,0.98,3.81,9.23,26.62,1.54,9.28,11.14,375,2391,911,2299,2300,1795,240,15.68,10.04,96.19,96.15,75.07,322,9044,2337,8272,1301,8629,8962,7189,425,3138,9044,75.76,74.47,91.46,95.41,99.09,90.47,24.18,88.27
Dec,Maharashtra,Satara,Wai,1133,694,54,206,120,535,13,260,1827,655,0.75,3.61,9.63,25.35,1.51,8.25,13.4,151,688,329,663,662,526,132,21.95,19.19,96.22,96.37,76.45,84,2393,716,2252,356,2318,2378,2820,113,951,2393,74.34,75.29,94.11,96.87,99.37,87.9,35.25,88.87
Dec,Maharashtra,Sindhudurg,Devgad,624,405,17,130,99,510,4,147,1029,609,0.67,5.81,15.99,40.62,3.57,21.97,10.26,64,330,170,287,287,217,0,19.39,0,86.97,86.97,65.76,36,1009,252,770,125,955,996,784,42,402,1009,85.71,62.69,76.31,94.65,98.71,71.43,18.76,59.97
Dec,Maharashtra,Sindhudurg,Dodamarg,394,249,4,78,50,298,5,82,643,348,0.23,4.73,14.36,37.08,2.76,19.22,18.52,23,162,91,153,150,121,72,14.2,44.44,92.59,94.44,74.69,25,659,186,617,118,633,649,1182,30,246,659,83.33,75.61,93.63,96.05,98.48,88.06,56.07,89.81
Dec,Maharashtra,Sindhudurg,Kankavli,735,525,39,189,151,578,6,228,1260,729,1.14,6.67,15.34,36.81,3.87,18.66,10.53,40,326,132,280,282,212,11,12.27,3.37,86.5,85.89,65.03,51,1170,308,1017,155,1103,1154,712,64,439,1170,79.69,70.16,86.92,94.27,98.63,74.52,13.74,70.43
Dec,Maharashtra,Sindhudurg,Kudal,1176,1019,32,213,158,806,19,245,2195,964,0.59,4.55,18.85,40.6,2.83,17.27,20.65,112,532,264,499,498,395,39,21.05,7.33,93.61,93.8,74.25,81,1860,535,1546,287,1690,1847,2467,104,730,1860,77.88,73.29,83.12,90.86,99.3,85.42,38.92,77.88
Dec,Maharashtra,Sindhudurg,Malwan,540,405,31,123,98,381,4,154,945,479,1.15,5.7,14.95,34.88,3.5,17.11,10.81,45,230,139,215,215,170,45,19.57,19.57,93.48,93.48,73.91,32,859,255,781,105,784,855,848,44,359,859,72.73,71.03,90.92,91.27,99.53,82.03,26.94,82.82
Dec,Maharashtra,Sindhudurg,Sawantwadi,960,798,50,170,163,667,7,220,1758,830,1.14,5.02,18.18,40.05,3.62,18.42,12.73,78,415,209,388,385,296,81,18.8,19.52,92.77,93.49,71.33,52,1602,441,1320,220,1507,1588,2351,63,609,1602,82.54,72.41,82.4,94.07,99.13,88,45.78,78.71
Dec,Maharashtra,Sindhudurg,Vaibhavvadi,258,266,11,49,44,181,3,60,524,225,0.92,5.04,22.32,43.96,3.59,18.37,16.67,13,126,57,104,107,81,0,10.32,0,84.92,82.54,64.29,16,383,92,336,41,362,381,379,19,133,383,84.21,69.17,87.73,94.52,99.48,77.36,25.45,75.85
Dec,Maharashtra,Sindhudurg,Vengurla,527,514,14,102,67,354,7,116,1041,421,0.56,4.65,20.54,41.61,2.55,16,15.56,51,227,124,219,216,172,24,22.47,10.57,95.15,96.48,75.77,44,800,242,642,131,757,795,821,51,341,800,86.27,70.97,80.25,94.63,99.38,86.75,30.25,75
Dec,Maharashtra,Solapur,Akkalkot,3948,2169,170,545,343,1871,26,715,6117,2214,1.03,4.34,13.17,37.15,2.04,13.17,12.32,155,1516,585,1434,1439,1094,169,10.22,11.15,94.92,94.59,72.16,181,5480,1490,4832,772,4692,5371,2870,242,2019,5480,74.79,73.8,88.18,85.62,98.01,91.15,16.84,84.27
Dec,Maharashtra,Solapur,Barshi,4887,3029,344,822,582,2807,59,1166,7916,3389,1.72,5.82,15.1,39.47,2.36,13.74,17.25,228,2447,986,2319,2322,1841,247,9.32,10.09,94.89,94.77,75.23,312,8835,2446,7772,1271,8036,8757,8088,387,3232,8835,80.62,75.68,87.97,90.96,99.12,89.19,29.14,83.14
Dec,Maharashtra,Solapur,Karmala,2301,1453,115,222,149,806,24,337,3754,955,1.03,3.02,13,33.6,1.15,7.36,14.29,121,1252,452,1185,1184,862,54,9.66,4.31,94.57,94.65,68.85,151,4277,1227,3940,659,4019,4234,2123,195,1658,4277,77.44,74,92.12,93.97,98.99,83.1,15.08,85.12
Dec,Maharashtra,Solapur,Madha,2052,1051,67,336,260,1324,42,403,3103,1584,0.53,3.17,8.26,24.38,1.39,8.45,18.26,180,1991,564,1773,1784,1245,209,9.04,10.5,89.6,89.05,62.53,190,6292,1600,5784,903,5794,6203,3025,276,2374,6292,68.84,67.4,91.93,92.09,98.59,81.28,13.86,82.22
Dec,Maharashtra,Solapur,Malshiras,2950,1278,144,523,299,1789,37,667,4228,2088,0.58,2.69,5.16,17.06,0.9,6.26,8.24,273,2753,1053,2608,2634,2121,422,9.92,15.33,95.68,94.73,77.04,402,10428,3229,9783,1506,9953,10339,10146,522,4212,10428,77.01,76.66,93.81,95.44,99.15,90.61,30.02,89.57
Dec,Maharashtra,Solapur,Mangalvedhe,1941,1090,142,310,178,686,17,452,3031,864,1.24,3.95,9.51,26.44,1.33,6.47,10.06,111,1191,451,1104,1122,887,105,9.32,8.82,94.21,92.7,74.48,151,4174,1382,3637,619,3902,4099,2449,230,1787,4174,65.65,77.34,87.13,93.48,98.2,87.06,17.67,80.18
Dec,Maharashtra,Solapur,Mohol,3070,1854,95,382,273,1231,33,477,4924,1504,0.55,2.77,10.77,28.59,1.4,7.69,10.65,189,1750,643,1596,1606,1217,160,10.8,9.14,91.77,91.2,69.54,267,6196,1832,5654,892,5664,6109,4117,338,2429,6196,78.99,75.42,91.25,91.41,98.6,86.02,20.02,84.29
Dec,Maharashtra,Solapur,Pandharpur,3464,1442,361,771,362,1706,61,1132,4906,2068,1.33,4.17,5.31,18.05,1.11,6.36,13.59,227,3070,1191,2842,2863,2245,312,7.39,10.16,93.26,92.57,73.13,420,10519,2985,9391,1489,9669,10391,8498,516,3972,10519,81.4,75.15,89.28,91.92,98.78,89.81,24.28,83.31
Dec,Maharashtra,Solapur,Sangole,1833,1069,123,376,167,889,32,499,2902,1056,0.91,3.68,7.87,21.36,1.1,6.96,12.7,112,1885,601,1635,1665,1244,75,5.94,3.98,88.33,86.74,65.99,224,6138,1828,5579,894,5442,6051,2678,316,2571,6138,70.89,71.1,90.89,88.66,98.58,80.25,12.96,80.4
Dec,Maharashtra,Solapur,Solapur North,4410,2783,397,865,754,2883,90,1262,7193,3637,1.98,6.31,13.9,35.92,2.97,14.33,21.84,321,2625,820,2371,2356,1816,218,12.23,8.3,89.75,90.32,69.18,378,10264,2701,9206,1433,9182,10119,4328,466,3815,10264,81.12,70.8,89.69,89.46,98.59,84.54,11.86,81.1
Dec,Maharashtra,Solapur,Solapur South,3911,2434,281,701,493,2055,38,982,6345,2548,1.65,5.76,14.27,37.19,2.55,13.17,13.15,138,1847,651,1720,1717,1341,103,7.47,5.58,92.96,93.12,72.6,255,6395,1985,5784,958,5749,6233,4920,321,2664,6395,79.44,74.51,90.45,89.9,97.47,90.63,24.14,86.17
Dec,Maharashtra,Thane,Ambarnath,4034,1997,348,1114,527,2519,42,1462,6031,3046,1.79,7.51,10.26,30.99,2.45,14.15,19,175,1537,584,1503,1495,1205,134,11.39,8.72,97.27,97.79,78.4,195,6660,1606,6029,919,6051,6602,4408,243,2234,6660,80.25,71.89,90.53,90.86,99.13,90.45,18.83,86.52
Dec,Maharashtra,Thane,Bhiwandi,9639,5931,738,1924,1668,5877,98,2662,15570,7545,1.68,6.06,13.48,35.38,3.44,15.57,18.35,655,4423,1690,4012,4029,3225,445,14.81,10.06,91.09,90.71,72.91,473,18093,4311,16187,2558,15377,17773,9433,638,6041,18093,74.14,71.36,89.47,84.99,98.23,85.55,15.21,81.79
Dec,Maharashtra,Thane,Kalyan,4329,2008,410,1156,607,2910,43,1566,6337,3517,1.72,6.58,8.43,26.61,2.33,13.49,15.14,216,1934,638,1833,1824,1438,202,11.17,10.44,94.31,94.78,74.35,248,9115,2167,8265,1268,8249,9058,7412,319,2962,9115,77.74,73.16,90.67,90.5,99.37,87.81,23.19,84.74
Dec,Maharashtra,Thane,Murbad,2842,2012,68,395,441,1729,46,463,4854,2170,0.55,3.75,16.27,39.26,3.51,17.27,32.86,225,1156,505,1116,1116,863,112,19.46,9.69,96.54,96.54,74.65,128,3742,1043,3484,551,3476,3708,2268,174,1418,3742,73.56,73.55,93.11,92.89,99.09,88.87,17.95,88.67
